



















































































































99,99,99,UK,experienced,simulatedControlCondition,decision,1,1,1,1,1,155929,155933,0:00:04
99,99,99,UK,experienced,simulatedControlCondition,decision,1,1,1,1,1,160013,160017,0:00:04
99,99,99,UK,experienced,simulatedControlCondition,confirmation,1,1,1,1,1,160027,160033,0:00:06
99,99,99,UK,experienced,simulatedControlCondition,decision,2,2,1,2,1,160038,160040,0:00:02
99,99,99,UK,experienced,simulatedControlCondition,confirmation,2,2,1,2,1,160045,160047,0:00:02
99,99,99,UK,experienced,simulatedControlCondition,decision,3,3,1,3,1,160057,160059,0:00:02
99,99,99,UK,experienced,simulatedControlCondition,confirmation,3,3,1,3,1,160102,160105,0:00:03
99,99,99,UK,descriptive,descriptiveControl,choice,1,1,1,1,1,160105,160109,0:00:04
99,99,99,UK,descriptive,descriptiveControl,choice,3,3,1,2,2,160109,160111,0:00:02
99,99,99,UK,descriptive,descriptiveControl,choice,2,2,1,3,3,160111,160113,0:00:02
99,99,99,UK,descriptive,descriptiveControl,choice,3,12,4,1,1,160914,160917,0:00:03
99,99,99,UK,descriptive,descriptiveControl,choice,3,9,1,2,2,160917,160918,0:00:01
99,99,99,UK,descriptive,descriptiveControl,choice,3,10,2,3,3,160918,160919,0:00:01
99,99,99,UK,descriptive,descriptiveControl,choice,3,14,6,4,4,160919,160920,0:00:01
99,99,99,UK,descriptive,descriptiveControl,choice,2,3,1,5,5,160920,160921,0:00:01
99,99,99,UK,descriptive,descriptiveControl,choice,3,11,3,6,6,160921,160922,0:00:01
99,99,99,UK,experienced,simulatedControlCondition,decision,1,1,1,1,1,161315,161317,0:00:02
99,99,99,UK,experienced,simulatedControlCondition,confirmation,1,1,1,1,1,161319,161322,0:00:03
99,99,99,UK,experienced,simulatedControlCondition,decision,2,2,1,2,1,161328,161329,0:00:01
99,99,99,UK,experienced,simulatedControlCondition,confirmation,2,2,1,2,1,161331,161334,0:00:03
99,99,99,UK,experienced,simulatedControlCondition,decision,3,3,1,3,1,161343,161344,0:00:01
99,99,99,UK,experienced,simulatedControlCondition,confirmation,3,3,1,3,1,161347,161349,0:00:02
99,99,99,UK,descriptive,descriptiveControl,choice,3,3,1,1,1,161350,161353,0:00:03
99,99,99,UK,descriptive,descriptiveControl,choice,2,2,1,2,2,161353,161355,0:00:02
99,99,99,UK,descriptive,descriptiveControl,choice,1,1,1,3,3,161355,161356,0:00:01
99,99,99,UK,experienced,simulatedControlCondition,decision,1,1,1,1,1,161438,161439,0:00:01
